Metadata_Plate_Map_Name,Metadata_Well,Metadata_gene_name,Metadata_pert_name,Metadata_broad_sample,Metadata_cell_line,Metadata_pert_id,Metadata_pert_mfc_id,Metadata_cell_id,Metadata_broad_sample_type,Metadata_pert_type,correlation
DEPENDENCIES1_A549,K07,BRCA1,BRCA1-2,NA,A549,NA,NA,unknown,trt,trt,0.471565341868727
DEPENDENCIES1_A549,K08,RAC1,RAC1-2,BRDN0001062199,A549,NA,BRDN0001062199,unknown,trt,trt,0.03522545887111686
DEPENDENCIES1_A549,K09,CCND1,CCND1-1,NA,A549,NA,NA,unknown,trt,trt,-0.15398414273404132
DEPENDENCIES1_A549,K10,RAC1,RAC1-1,BRDN0001062183,A549,NA,BRDN0001062183,unknown,trt,trt,0.12979437494083032
DEPENDENCIES1_A549,K11,CCND1,CCND1-2,NA,A549,NA,NA,unknown,trt,trt,0.8880797185213726
DEPENDENCIES1_A549,K12,PIK3CA,PIK3CA-2,BRDN0001054804,A549,NA,BRDN0001054804,unknown,trt,trt,0.516142632249292
DEPENDENCIES1_A549,K13,CCNE1,CCNE1-1,NA,A549,NA,NA,unknown,trt,trt,0.7869052199511722
DEPENDENCIES1_A549,K14,PIK3CA,PIK3CA-1,BRDN0001054759,A549,NA,BRDN0001054759,unknown,trt,trt,0.6023742174587783
DEPENDENCIES1_A549,K15,CCNE1,CCNE1-2,NA,A549,NA,NA,unknown,trt,trt,0.8502207053879176
DEPENDENCIES1_A549,K16,MTOR,MTOR-2,BRDN0000734053,A549,NA,BRDN0000734053,unknown,trt,trt,0.579508795659413
DEPENDENCIES1_A549,K17,CDK2,CDK2-1,NA,A549,NA,NA,unknown,trt,trt,0.7585615478285851
DEPENDENCIES1_A549,K18,MTOR,MTOR-1,BRDN0000734637,A549,NA,BRDN0000734637,unknown,trt,trt,0.636302805599011
DEPENDENCIES1_A549,K19,CDK2,CDK2-2,NA,A549,NA,NA,unknown,trt,trt,0.898923608562581
DEPENDENCIES1_A549,K20,KIF11,KIF11-2,BRDN0000734657,A549,NA,BRDN0000734657,unknown,trt,trt,0.9054114040390053
DEPENDENCIES1_A549,K21,COX5B,COX5B-1,NA,A549,NA,NA,unknown,trt,trt,0.4210637702193969
DEPENDENCIES1_A549,K22,KIF11,KIF11-1,BRDN0000734411,A549,NA,BRDN0000734411,unknown,trt,trt,0.9239853293725814
DEPENDENCIES1_A549,K23,COX5B,COX5B-2,NA,A549,NA,NA,unknown,trt,trt,0.39936296549911254
DEPENDENCIES1_A549,K24,JAK3,JAK3-2,BRDN0001065702,A549,NA,BRDN0001065702,unknown,trt,trt,0.31215057092672444
DEPENDENCIES1_A549,L01,Chr2,Chr2-2,NA,A549,NA,NA,unknown,trt,trt,0.5128355028419179
DEPENDENCIES1_A549,L02,PPIB,PPIB-1,NA,A549,NA,NA,unknown,trt,trt,0.1521020689883368
DEPENDENCIES1_A549,L03,ORC4,ORC4-1,NA,A549,NA,NA,unknown,trt,trt,0.3792224869230585
DEPENDENCIES1_A549,L05,Chr2,Chr2-5,NA,A549,NA,NA,unknown,trt,trt,0.5229846383986345
DEPENDENCIES1_A549,L06,PSMA1,PSMA1-1,NA,A549,NA,NA,unknown,trt,trt,0.4931546664354759
DEPENDENCIES1_A549,L07,PSMA1,PSMA1-2,NA,A549,NA,NA,unknown,trt,trt,0.02660843370101411
DEPENDENCIES1_A549,L08,Chr2,Chr2-4,NA,A549,NA,NA,unknown,trt,trt,-0.07937185732649035
DEPENDENCIES1_A549,L09,XBP,XBP-1,NA,A549,NA,NA,unknown,trt,trt,0.48443901088171737
DEPENDENCIES1_A549,L10,POLR2D,POLR2D-2,NA,A549,NA,NA,unknown,trt,trt,0.865877804178279
DEPENDENCIES1_A549,L11,XBP,XBP-2,NA,A549,NA,NA,unknown,trt,trt,0.0841955361982453
DEPENDENCIES1_A549,L12,Chr2,Chr2-1,NA,A549,NA,NA,unknown,trt,trt,0.7996668138775238
DEPENDENCIES1_A549,L13,POLR2D,POLR2D-1,NA,A549,NA,NA,unknown,trt,trt,0.8870141878662672
DEPENDENCIES1_A549,L14,RAF1,RAF1-2,NA,A549,NA,NA,unknown,trt,trt,0.6621252424926316
DEPENDENCIES1_A549,L15,Chr2,Chr2-3,NA,A549,NA,NA,unknown,trt,trt,0.5259190741738874
DEPENDENCIES1_A549,L16,RAF1,RAF1-1,NA,A549,NA,NA,unknown,trt,trt,0.15578745285344475
DEPENDENCIES1_A549,L17,ORC4,ORC4-2,NA,A549,NA,NA,unknown,trt,trt,0.46505828937735677
DEPENDENCIES1_A549,L18,Chr2,Chr2-6,NA,A549,NA,NA,unknown,trt,trt,0.7145067650402371
DEPENDENCIES1_A549,L19,Chr2,Chr2-6,NA,A549,NA,NA,unknown,trt,trt,0.3546313988503018
DEPENDENCIES1_A549,L20,ORC4,ORC4-2,NA,A549,NA,NA,unknown,trt,trt,0.5081326568986075
DEPENDENCIES1_A549,L21,PPIB,PPIB-2,NA,A549,NA,NA,unknown,trt,trt,0.5277840758750899
DEPENDENCIES1_A549,L22,Chr2,Chr2-3,NA,A549,NA,NA,unknown,trt,trt,0.49511943255127344
DEPENDENCIES1_A549,L24,POLR2D,POLR2D-1,NA,A549,NA,NA,unknown,trt,trt,0.8905313533643567
DEPENDENCIES1_A549,M01,EGLN1,EGLN1-8,NA,A549,NA,NA,unknown,trt,trt,0.5642323545928372
DEPENDENCIES1_A549,M02,JAK3,JAK3-1,BRDN0001065886,A549,NA,BRDN0001065886,unknown,trt,trt,0.7907279700274844
DEPENDENCIES1_A549,M03,EGLN1,EGLN1-9,NA,A549,NA,NA,unknown,trt,trt,0.3322578952729727
DEPENDENCIES1_A549,M04,ITGAV,ITGAV-2,BRDN0001052667,A549,NA,BRDN0001052667,unknown,trt,trt,0.9442508747503575
DEPENDENCIES1_A549,M05,ERBB2,ERBB2-1,NA,A549,NA,NA,unknown,trt,trt,0.7307474075397244
DEPENDENCIES1_A549,M06,ITGAV,ITGAV-1,BRDN0001052092,A549,NA,BRDN0001052092,unknown,trt,trt,0.9238410674733115
DEPENDENCIES1_A549,M07,ERBB2,ERBB2-2,NA,A549,NA,NA,unknown,trt,trt,0.6356987266960858
DEPENDENCIES1_A549,M08,ERBB3,ERBB3-2,BRDN0001054867,A549,NA,BRDN0001054867,unknown,trt,trt,0.7302619738619469
DEPENDENCIES1_A549,M10,ERBB3,ERBB3-1,BRDN0001054818,A549,NA,BRDN0001054818,unknown,trt,trt,0.7671291672904362
DEPENDENCIES1_A549,M12,EGFR,EGFR-2,BRDN0001054761,A549,NA,BRDN0001054761,unknown,trt,trt,0.8389490388664631
DEPENDENCIES1_A549,M13,GLS,GLS-1,NA,A549,NA,NA,unknown,trt,trt,0.2033576018037517
DEPENDENCIES1_A549,M14,EGFR,EGFR-1,BRDN0001054960,A549,NA,BRDN0001054960,unknown,trt,trt,0.1214573904466506
DEPENDENCIES1_A549,M15,GLS,GLS-2,NA,A549,NA,NA,unknown,trt,trt,0.8678510072604665
DEPENDENCIES1_A549,M16,DOT1L,DOT1L-2,BRDN0001057286,A549,NA,BRDN0001057286,unknown,trt,trt,0.5889737415294177
DEPENDENCIES1_A549,M17,GPX4,GPX4-1,NA,A549,NA,NA,unknown,trt,trt,0.5761281280939111
DEPENDENCIES1_A549,M18,DOT1L,DOT1L-1,BRDN0001057300,A549,NA,BRDN0001057300,unknown,trt,trt,0.5968540131379679
DEPENDENCIES1_A549,M19,GPX4,GPX4-2,NA,A549,NA,NA,unknown,trt,trt,0.35144725656722203
DEPENDENCIES1_A549,M20,CTNNB1,CTNNB1-2,BRDN0000579714,A549,NA,BRDN0000579714,unknown,trt,trt,0.40949630875886317
DEPENDENCIES1_A549,M21,HIF1a,HIF1a-1,NA,A549,NA,NA,unknown,trt,trt,0.821257133396692
DEPENDENCIES1_A549,M22,CTNNB1,CTNNB1-1,BRDN0001065286,A549,NA,BRDN0001065286,unknown,trt,trt,0.6386752426622416
DEPENDENCIES1_A549,M23,HIF1a,HIF1a-2,NA,A549,NA,NA,unknown,trt,trt,0.33945863294604367
DEPENDENCIES1_A549,M24,CSNK1A1,CSNK1A1-2,BRDN0000585480,A549,NA,BRDN0000585480,unknown,trt,trt,0.8043206533887289
DEPENDENCIES1_A549,N01,LacZ,LacZ-2,BRDN0000585793,A549,NA,BRDN0000585793,unknown,trt,trt,0.7851144557401827
DEPENDENCIES1_A549,N03,LacZ,LacZ-2,BRDN0000585793,A549,NA,BRDN0000585793,unknown,trt,trt,-0.040077615147423765
DEPENDENCIES1_A549,N04,PPIB,PPIB-1,NA,A549,NA,NA,unknown,trt,trt,0.10522560004682927
DEPENDENCIES1_A549,N09,YAP1,YAP1-1,NA,A549,NA,NA,unknown,trt,trt,0.3580980239109335
DEPENDENCIES1_A549,N10,Luc,Luc-2,BRDN0000585515,A549,NA,BRDN0000585515,unknown,trt,trt,0.4674929208765828
DEPENDENCIES1_A549,N11,YAP1,YAP1-2,NA,A549,NA,NA,unknown,trt,trt,0.46913568483994866
DEPENDENCIES1_A549,N12,Luc,Luc-1,BRDN0000585635,A549,NA,BRDN0000585635,unknown,trt,trt,0.18382840810560527
DEPENDENCIES1_A549,N13,Chr2,Chr2-2,NA,A549,NA,NA,unknown,trt,trt,0.6516125782368869
DEPENDENCIES1_A549,N14,PRDX1,PRDX1-2,NA,A549,NA,NA,unknown,trt,trt,0.13846551876905291
DEPENDENCIES1_A549,N15,ORC4,ORC4-1,NA,A549,NA,NA,unknown,trt,trt,0.4337732569373181
DEPENDENCIES1_A549,N16,PRDX1,PRDX1-1,NA,A549,NA,NA,unknown,trt,trt,0.45591014170311095
DEPENDENCIES1_A549,N17,Chr2,Chr2-5,NA,A549,NA,NA,unknown,trt,trt,0.4912251663462128
DEPENDENCIES1_A549,N18,PSMA1,PSMA1-1,NA,A549,NA,NA,unknown,trt,trt,0.8297234495014123
DEPENDENCIES1_A549,N19,PSMA1,PSMA1-2,NA,A549,NA,NA,unknown,trt,trt,0.924115856918625
DEPENDENCIES1_A549,N20,Chr2,Chr2-4,NA,A549,NA,NA,unknown,trt,trt,-0.10253466883993125
DEPENDENCIES1_A549,N22,POLR2D,POLR2D-2,NA,A549,NA,NA,unknown,trt,trt,0.9049161748906978
DEPENDENCIES1_A549,N23,PPIB,PPIB-2,NA,A549,NA,NA,unknown,trt,trt,0.4598519584123243
DEPENDENCIES1_A549,N24,Chr2,Chr2-1,NA,A549,NA,NA,unknown,trt,trt,0.10757105211174621
DEPENDENCIES1_A549,O01,KRAS,KRAS-1,NA,A549,NA,NA,unknown,trt,trt,0.7488634630017648
DEPENDENCIES1_A549,O02,CSNK1A1,CSNK1A1-1,BRDN0001065659,A549,NA,BRDN0001065659,unknown,trt,trt,0.8345383756689281
DEPENDENCIES1_A549,O03,KRAS,KRAS-2A,NA,A549,NA,NA,unknown,trt,trt,0.7097413705535078
DEPENDENCIES1_A549,O04,CHEK2,CHEK2-2,BRDN0000585854,A549,NA,BRDN0000585854,unknown,trt,trt,0.2403104839253873
DEPENDENCIES1_A549,O05,MAPK1,MAPK1-1,NA,A549,NA,NA,unknown,trt,trt,0.36439912939322266
DEPENDENCIES1_A549,O06,CHEK2,CHEK2-1,BRDN0000586287,A549,NA,BRDN0000586287,unknown,trt,trt,0.1561993998270899
DEPENDENCIES1_A549,O07,MAPK1,MAPK1-2,NA,A549,NA,NA,unknown,trt,trt,0.8617062101185927
DEPENDENCIES1_A549,O08,CDK4,CDK4-2,BRDN0001053895,A549,NA,BRDN0001053895,unknown,trt,trt,0.7556176043009015
DEPENDENCIES1_A549,O09,BCL2L2,BCL2L2-4,NA,A549,NA,NA,unknown,trt,trt,-0.2739224594238296
DEPENDENCIES1_A549,O10,CDK4,CDK4-1,BRDN0001053869,A549,NA,BRDN0001053869,unknown,trt,trt,0.820556894810728
DEPENDENCIES1_A549,O11,MCL1,MCL1-2,NA,A549,NA,NA,unknown,trt,trt,0.36399884825547185
DEPENDENCIES1_A549,O12,BRD4,BRD4-2,BRDN0000733577,A549,NA,BRDN0000733577,unknown,trt,trt,0.7446608244631209
DEPENDENCIES1_A549,O13,MYC,MYC-1,NA,A549,NA,NA,unknown,trt,trt,0.8996534288516145
DEPENDENCIES1_A549,O14,BRD4,BRD4-1,BRDN0000733514,A549,NA,BRDN0000733514,unknown,trt,trt,0.4809782943396221
DEPENDENCIES1_A549,O15,MYC,MYC-2,NA,A549,NA,NA,unknown,trt,trt,0.8236939364438914
DEPENDENCIES1_A549,O16,BRAF,BRAF-2,BRDN0000986702,A549,NA,BRDN0000986702,unknown,trt,trt,0.4347021123490165
DEPENDENCIES1_A549,O18,BRAF1,BRAF1-1,BRDN0000986682,A549,NA,BRDN0000986682,unknown,trt,trt,0.03996023855754178
DEPENDENCIES1_A549,O20,AKT1,AKT1-2,BRDN0001055115,A549,NA,BRDN0001055115,unknown,trt,trt,0.5201775814352908
DEPENDENCIES1_A549,O21,KRAS,KRAS-2B,NA,A549,NA,NA,unknown,trt,trt,0.2507614804404022
DEPENDENCIES1_A549,O22,AKT1,AKT1-1,BRDN0001054908,A549,NA,BRDN0001054908,unknown,trt,trt,0.4672801648955449
DEPENDENCIES1_A549,O23,MCL1,MCL1-5,NA,A549,NA,NA,unknown,trt,trt,-0.17410767112226644
DEPENDENCIES1_A549,P01,LacZ,LacZ-3,BRDN0000585800,A549,NA,BRDN0000585800,unknown,trt,trt,0.6992464873709889
DEPENDENCIES1_A549,P03,LacZ,LacZ-3,BRDN0000585800,A549,NA,BRDN0000585800,unknown,trt,trt,0.635796165958831
DEPENDENCIES1_A549,P04,PPIB,PPIB-1,NA,A549,NA,NA,unknown,trt,trt,0.5580149988976044
DEPENDENCIES1_A549,P10,Luc,Luc-2,BRDN0000585515,A549,NA,BRDN0000585515,unknown,trt,trt,0.9258651280997188
DEPENDENCIES1_A549,P12,Luc,Luc-1,BRDN0000585635,A549,NA,BRDN0000585635,unknown,trt,trt,0.6871548291623786
DEPENDENCIES1_A549,P13,Chr2,Chr2-2,NA,A549,NA,NA,unknown,trt,trt,0.06591079948657412
DEPENDENCIES1_A549,P15,ORC4,ORC4-1,NA,A549,NA,NA,unknown,trt,trt,0.8810603470777807
DEPENDENCIES1_A549,P17,Chr2,Chr2-5,NA,A549,NA,NA,unknown,trt,trt,0.7054162812343621
DEPENDENCIES1_A549,P18,PSMA1,PSMA1-1,NA,A549,NA,NA,unknown,trt,trt,0.762482172450122
DEPENDENCIES1_A549,P19,PSMA1,PSMA1-2,NA,A549,NA,NA,unknown,trt,trt,0.8751164943477222
DEPENDENCIES1_A549,P20,Chr2,Chr2-4,NA,A549,NA,NA,unknown,trt,trt,0.6832549016148247
DEPENDENCIES1_A549,P22,POLR2D,POLR2D-2,NA,A549,NA,NA,unknown,trt,trt,0.7694328630535887
DEPENDENCIES1_A549,P23,PPIB,PPIB-2,NA,A549,NA,NA,unknown,trt,trt,0.7415629976945683
DEPENDENCIES1_A549,P24,Chr2,Chr2-1,NA,A549,NA,NA,unknown,trt,trt,0.7887315751435954
